,Unnamed: 0,docname,challenge,reversecosine,reversecosine_z,doctype,insp_A,insp_type
79,79,bone-marrow_C-079,bone-marrow,-0.005165045,1.224716205,C,,NaN
80,80,bone-marrow_C-080,bone-marrow,-0.063121654,-0.7524316120000001,C,,NaN
81,81,bone-marrow_C-081,bone-marrow,-0.029126375,0.40729273,C,,NaN
82,82,bone-marrow_C-082,bone-marrow,-0.038802157,0.07721045,C,,NaN
83,83,bone-marrow_C-083,bone-marrow,-0.069594184,-0.973237328,C,,NaN
84,84,bone-marrow_C-084,bone-marrow,-0.07279471700000001,-1.082421183,C,,NaN
85,85,bone-marrow_C-085,bone-marrow,-0.019791557,0.725743308,C,,NaN
86,86,bone-marrow_C-086,bone-marrow,-0.021743096,0.659167987,C,,NaN
87,87,bone-marrow_C-087,bone-marrow,-0.052944180999999986,-0.40523449,C,,NaN
88,88,bone-marrow_C-088,bone-marrow,-0.04884331,-0.26533623,C,,NaN
89,89,bone-marrow_C-089,bone-marrow,-0.013258005,0.948630721,C,,NaN
90,90,bone-marrow_C-090,bone-marrow,-0.052694383,-0.396712831,C,,NaN
91,91,bone-marrow_C-091,bone-marrow,-0.103888744,-2.143171457,C,,NaN
92,92,bone-marrow_C-092,bone-marrow,-0.057721233,-0.568200158,C,,NaN
93,93,bone-marrow_C-093,bone-marrow,-0.097151322,-1.913329144,C,,NaN
94,94,bone-marrow_C-094,bone-marrow,-0.050924168,-0.33632322299999995,C,,NaN
95,95,bone-marrow_C-095,bone-marrow,-0.050676676,-0.327880192,C,,NaN
96,96,bone-marrow_C-096,bone-marrow,-0.046446427,-0.183568326,C,,NaN
97,97,bone-marrow_C-097,bone-marrow,-0.008787739000000001,1.101130608,C,,NaN
98,98,bone-marrow_C-098,bone-marrow,-0.034334799,0.229611116,C,,NaN
99,99,bone-marrow_C-099,bone-marrow,-0.055053293,-0.477185322,C,,NaN
100,100,bone-marrow_C-100,bone-marrow,-0.007811856,1.134422139,C,,NaN
101,101,bone-marrow_C-101,bone-marrow,-0.071999408,-1.055289774,C,,NaN
102,102,bone-marrow_C-102,bone-marrow,-0.054560544,-0.460375549,C,,NaN
103,103,bone-marrow_C-103,bone-marrow,-0.05383395,-0.435588322,C,,NaN
104,104,bone-marrow_C-104,bone-marrow,-0.037665061,0.116001631,C,,NaN
105,105,bone-marrow_C-105,bone-marrow,-0.004921865,1.233012118,C,,NaN
106,106,bone-marrow_C-106,bone-marrow,-0.050614677,-0.325765154,C,,NaN
107,107,bone-marrow_C-107,bone-marrow,-0.003284938,1.28885469,C,,NaN
108,108,bone-marrow_C-108,bone-marrow,-0.006312756,1.185562859,C,,NaN
109,109,bone-marrow_C-109,bone-marrow,-0.044448335,-0.115404853,C,,NaN
110,110,bone-marrow_C-110,bone-marrow,-0.033815816,0.247315853,C,,NaN
111,111,bone-marrow_C-111,bone-marrow,-0.032745932,0.283814177,C,,NaN
112,112,bone-marrow_C-112,bone-marrow,-0.06260363099999999,-0.734759653,C,,NaN
113,113,bone-marrow_C-113,bone-marrow,-0.056272977,-0.518793963,C,,NaN
114,114,bone-marrow_C-114,bone-marrow,-0.074777996,-1.150079316,C,,NaN
115,115,bone-marrow_C-115,bone-marrow,-0.028795413,0.418583265,C,,NaN
116,116,bone-marrow_C-116,bone-marrow,-0.047748617,-0.227991573,C,,NaN
117,117,bone-marrow_C-117,bone-marrow,-0.044692721,-0.123741894,C,,NaN
118,118,bone-marrow_C-118,bone-marrow,-0.015586329,0.869201615,C,,NaN
119,119,bone-marrow_C-119,bone-marrow,-0.109008434,-2.317825974,C,,NaN
120,120,bone-marrow_C-120,bone-marrow,-0.088106411,-1.604768557,C,,NaN
121,121,bone-marrow_C-121,bone-marrow,-0.004099984,1.261049987,C,,NaN
122,122,bone-marrow_C-122,bone-marrow,-0.051915112,-0.370128549,C,,NaN
123,123,bone-marrow_C-123,bone-marrow,-0.007730641,1.137192754,C,,NaN
124,124,bone-marrow_C-124,bone-marrow,-0.006668641,1.173422107,C,,NaN
125,125,bone-marrow_C-125,bone-marrow,-0.045485095,-0.15077318,C,,NaN
126,126,bone-marrow_C-126,bone-marrow,-0.052142272,-0.377877944,C,,NaN
127,127,bone-marrow_C-127,bone-marrow,-0.017716381,0.79653644,C,,NaN
128,128,bone-marrow_C-128,bone-marrow,-0.068046765,-0.920448235,C,,NaN
129,129,bone-marrow_C-129,bone-marrow,-0.040869073,0.006699101,C,,NaN
130,130,bone-marrow_C-130,bone-marrow,-0.004424214,1.249989102,C,,NaN
131,131,bone-marrow_C-131,bone-marrow,-0.052791023,-0.400009604,C,,NaN
132,132,bone-marrow_C-132,bone-marrow,-0.047033706,-0.203602909,C,,NaN
133,133,bone-marrow_C-133,bone-marrow,-0.076110649,-1.195541807,C,,NaN
134,134,bone-marrow_C-134,bone-marrow,-0.059610764,-0.632660143,C,,NaN
135,135,bone-marrow_C-135,bone-marrow,-0.028749328,0.420155446,C,,NaN
136,136,bone-marrow_C-136,bone-marrow,-0.041036813,0.000976755,C,,NaN
137,137,bone-marrow_C-137,bone-marrow,-0.041413271,-0.011865827,C,,NaN
138,138,bone-marrow_C-138,bone-marrow,-0.06123011,-0.687902986,C,,NaN
139,139,bone-marrow_C-139,bone-marrow,-0.023354891000000003,0.604182758,C,,NaN
140,140,bone-marrow_C-140,bone-marrow,-0.043270915,-0.07523801599999999,C,,NaN
141,141,bone-marrow_C-141,bone-marrow,-0.026473599,0.497790268,C,,NaN
142,142,bone-marrow_C-142,bone-marrow,-0.044848654,-0.12906145,C,,NaN
143,143,bone-marrow_C-143,bone-marrow,-0.080769427,-1.354472641,C,,NaN
144,144,bone-marrow_C-144,bone-marrow,-0.063703944,-0.77229602,C,,NaN
145,145,bone-marrow_C-145,bone-marrow,-0.036987753,0.13910751,C,,NaN
146,146,bone-marrow_C-146,bone-marrow,-0.018015669,0.786326449,C,,NaN
147,147,bone-marrow_C-147,bone-marrow,-0.028833366000000006,0.417288527,C,,NaN
148,148,bone-marrow_C-148,bone-marrow,-0.043253414,-0.074640965,C,,NaN
149,149,bone-marrow_C-149,bone-marrow,-0.05603731,-0.510754363,C,,NaN
150,150,bone-marrow_C-150,bone-marrow,-0.025659025,0.525578867,C,,NaN
151,151,bone-marrow_C-151,bone-marrow,-0.025042299,0.546618041,C,,NaN
152,152,bone-marrow_C-152,bone-marrow,-0.036761939,0.146810999,C,,NaN
153,153,bone-marrow_C-153,bone-marrow,-0.031746599,0.317905698,C,,NaN
154,154,bone-marrow_C-154,bone-marrow,-0.033780031,0.248536631,C,,NaN
155,155,bone-marrow_C-155,bone-marrow,-0.013609804,0.936629337,C,,NaN
156,156,bone-marrow_C-156,bone-marrow,-0.031997247,0.309355037,C,,NaN
157,157,bone-marrow_C-157,bone-marrow,-0.025303512,0.537706948,C,,NaN
158,158,bone-marrow_C-158,bone-marrow,-0.041742772,-0.023106509,C,,NaN
159,159,bone-marrow_C-159,bone-marrow,-0.036493588,0.15596561,C,,NaN
160,160,bone-marrow_C-160,bone-marrow,-0.07134487,-1.032960697,C,,NaN
161,161,bone-marrow_C-161,bone-marrow,-0.06697489999999999,-0.883882342,C,,NaN
162,162,bone-marrow_C-162,bone-marrow,-0.078156288,-1.265327292,C,,NaN
163,163,bone-marrow_C-163,bone-marrow,-0.026334706,0.502528516,C,,NaN
164,164,bone-marrow_C-164,bone-marrow,-0.009359777,1.081615949,C,,NaN
165,165,bone-marrow_C-165,bone-marrow,-0.030510223,0.36008378,C,,NaN
166,166,bone-marrow_C-166,bone-marrow,-0.063368263,-0.760844502,C,,NaN
167,167,bone-marrow_C-167,bone-marrow,-0.037818874,0.110754425,C,,NaN
168,168,bone-marrow_C-168,bone-marrow,-0.062905723,-0.74506531,C,,NaN
169,169,bone-marrow_C-169,bone-marrow,-0.025668142,0.525267852,C,,NaN
170,170,bone-marrow_C-170,bone-marrow,-0.055326492000000005,-0.486505314,C,,NaN
171,171,bone-marrow_C-171,bone-marrow,-0.079722303,-1.318750771,C,,NaN
172,172,bone-marrow_C-172,bone-marrow,-0.07729773599999999,-1.236038406,C,,NaN
173,173,bone-marrow_C-173,bone-marrow,-0.037982989,0.105155746,C,,NaN
174,174,bone-marrow_C-174,bone-marrow,-0.041890977,-0.02816243,C,,NaN
175,175,bone-marrow_C-175,bone-marrow,-0.051095231,-0.342158917,C,,NaN
176,176,bone-marrow_C-176,bone-marrow,-0.057834557,-0.572066148,C,,NaN
177,177,bone-marrow_C-177,bone-marrow,-0.038816939,0.07670616400000001,C,,NaN
178,178,bone-marrow_C-178,bone-marrow,-0.053858608,-0.436429503,C,,NaN
179,179,bone-marrow_C-179,bone-marrow,-0.023223927,0.608650491,C,,NaN
180,180,bone-marrow_C-180,bone-marrow,-0.056396408,-0.523004712,C,,NaN
181,181,bone-marrow_C-181,bone-marrow,-0.049925585,-0.302257277,C,,NaN
182,182,bone-marrow_C-182,bone-marrow,-0.058405533,-0.591544579,C,,NaN
183,183,bone-marrow_C-183,bone-marrow,-0.0216173,0.663459405,C,,NaN
184,184,bone-marrow_C-184,bone-marrow,-0.045878114000000005,-0.164180719,C,,NaN
185,185,bone-marrow_C-185,bone-marrow,-0.036858694,0.143510266,C,,NaN
186,186,bone-marrow_C-186,bone-marrow,-0.005418186,1.216080477,C,,NaN
187,187,bone-marrow_C-187,bone-marrow,-0.03469348,0.217374967,C,,NaN
188,188,bone-marrow_C-188,bone-marrow,-0.005259698,1.221487181,C,,NaN
189,189,bone-marrow_C-189,bone-marrow,-0.026335554,0.50249959,C,,NaN
190,190,bone-marrow_C-190,bone-marrow,-0.009379968,1.080927156,C,,NaN
191,191,bone-marrow_C-191,bone-marrow,-0.069807349,-0.980509297,C,,NaN
192,192,bone-marrow_C-192,bone-marrow,-0.028049226,0.444038903,C,,NaN
193,193,bone-marrow_C-193,bone-marrow,-0.004347096,1.252619927,C,,NaN
194,194,bone-marrow_C-194,bone-marrow,-0.045132682,-0.13875083400000002,C,,NaN
195,195,bone-marrow_C-195,bone-marrow,-0.076979838,-1.225193544,C,,NaN
196,196,bone-marrow_C-196,bone-marrow,-0.050718438,-0.329304878,C,,NaN
197,197,bone-marrow_C-197,bone-marrow,-0.061597829000000014,-0.700447457,C,,NaN
198,198,bone-marrow_C-198,bone-marrow,-0.07482973700000001,-1.151844423,C,,NaN
199,199,bone-marrow_C-199,bone-marrow,-0.037470081,0.122653252,C,,NaN
200,200,bone-marrow_C-200,bone-marrow,-0.036074365,0.17026707800000002,C,,NaN
201,201,bone-marrow_C-201,bone-marrow,-0.040527212,0.018361441000000003,C,,NaN
202,202,bone-marrow_C-202,bone-marrow,-0.039271876,0.061186307,C,,NaN
203,203,bone-marrow_C-203,bone-marrow,-0.123513014,-2.812639214,C,,NaN
204,204,bone-marrow_C-204,bone-marrow,-0.011651918,1.0034211990000002,C,,NaN
205,205,bone-marrow_C-205,bone-marrow,-0.029496712,0.394658959,C,,NaN
206,206,bone-marrow_C-206,bone-marrow,-0.038047565,0.102952798,C,,NaN
207,207,bone-marrow_C-207,bone-marrow,-0.034700221,0.217145019,C,,NaN
208,208,bone-marrow_C-208,bone-marrow,-0.057299035,-0.553797193,C,,NaN
209,209,bone-marrow_C-209,bone-marrow,-0.019409974,0.7387607490000001,C,,NaN
210,210,bone-marrow_C-210,bone-marrow,-0.053217707,-0.414565647,C,,NaN
211,211,bone-marrow_C-211,bone-marrow,-0.05320497,-0.414131106,C,,NaN
212,212,bone-marrow_C-212,bone-marrow,-0.08121681,-1.3697347990000002,C,,NaN
213,213,bone-marrow_C-213,bone-marrow,-0.035438464,0.191960407,C,,NaN
214,214,bone-marrow_C-214,bone-marrow,-0.006195661999999999,1.189557458,C,,NaN
215,215,bone-marrow_C-215,bone-marrow,-0.03052043,0.359735569,C,,NaN
216,216,bone-marrow_C-216,bone-marrow,-0.049791095,-0.29766923300000003,C,,NaN
217,217,bone-marrow_C-217,bone-marrow,-0.022084252,0.647529675,C,,NaN
218,218,bone-marrow_C-218,bone-marrow,-0.033243245,0.266848713,C,,NaN
219,219,bone-marrow_C-219,bone-marrow,-0.003895032,1.268041765,C,,NaN
220,220,bone-marrow_C-220,bone-marrow,-0.06613280099999999,-0.855154746,C,,NaN
221,221,bone-marrow_C-221,bone-marrow,-0.042942125,-0.064021588,C,,NaN
222,222,bone-marrow_C-222,bone-marrow,-0.057863395,-0.573049906,C,,NaN
223,223,bone-marrow_C-223,bone-marrow,-0.066541737,-0.869105302,C,,NaN
224,224,bone-marrow_C-224,bone-marrow,-0.026100564,0.510516093,C,,NaN
225,225,bone-marrow_C-225,bone-marrow,-0.052623806,-0.394305116,C,,NaN
226,226,bone-marrow_C-226,bone-marrow,-0.056958125,-0.54216729,C,,NaN
227,227,bone-marrow_C-227,bone-marrow,-0.027207489,0.47275416,C,,NaN
228,228,bone-marrow_C-228,bone-marrow,-0.033217457,0.267728444,C,,NaN
229,229,bone-marrow_C-229,bone-marrow,-0.004385763,1.251300842,C,,NaN
230,230,bone-marrow_C-230,bone-marrow,-0.073962457,-1.122257788,C,,NaN
231,231,bone-marrow_C-231,bone-marrow,-0.057652894,-0.565868825,C,,NaN
232,232,bone-marrow_C-232,bone-marrow,-0.004435318,1.249610297,C,,NaN
233,233,bone-marrow_C-233,bone-marrow,-0.00612175,1.1920789040000002,C,,NaN
234,234,bone-marrow_C-234,bone-marrow,-0.087122641,-1.571207955,C,,NaN
235,235,bone-marrow_C-235,bone-marrow,-0.041051614,0.000471836,C,,NaN
236,236,bone-marrow_C-236,bone-marrow,-0.00567836,1.207204841,C,,NaN
237,237,bone-marrow_C-237,bone-marrow,-0.07279949299999999,-1.082584102,C,,NaN
238,238,bone-marrow_C-238,bone-marrow,-0.046037952,-0.169633473,C,,NaN
239,239,bone-marrow_C-239,bone-marrow,-0.057004972,-0.543765437,C,,NaN
240,240,bone-marrow_C-240,bone-marrow,-0.005563097,1.211136941,C,,NaN
241,241,bone-marrow_C-241,bone-marrow,-0.052935246,-0.404929685,C,,NaN
242,242,bone-marrow_C-242,bone-marrow,-0.010377646,1.04689209,C,,NaN
243,243,bone-marrow_C-243,bone-marrow,-0.007419158,1.147818747,C,,NaN
244,244,bone-marrow_C-244,bone-marrow,-0.067217456,-0.8921569579999999,C,,NaN
245,245,bone-marrow_C-245,bone-marrow,-0.052882494,-0.403130099,C,,NaN
246,246,bone-marrow_C-246,bone-marrow,-0.022528531,0.63237343,C,,NaN
247,247,bone-marrow_C-247,bone-marrow,-0.004800048,1.2371678,C,,NaN
248,248,bone-marrow_C-248,bone-marrow,-0.026889587000000003,0.483599153,C,,NaN
249,249,bone-marrow_C-249,bone-marrow,-0.067076199,-0.8873380820000001,C,,NaN
250,250,bone-marrow_C-250,bone-marrow,-0.006627404,1.174828883,C,,NaN
251,251,bone-marrow_C-251,bone-marrow,-0.025531531,0.529928241,C,,NaN
252,252,bone-marrow_C-252,bone-marrow,-0.04449643,-0.117045564,C,,NaN
253,253,bone-marrow_C-253,bone-marrow,-0.07131346,-1.031889154,C,,NaN
254,254,bone-marrow_C-254,bone-marrow,-0.021978999,0.651120322,C,,NaN
255,255,bone-marrow_C-255,bone-marrow,-0.081939472,-1.394387873,C,,NaN
256,256,bone-marrow_C-256,bone-marrow,-0.093927995,-1.803367681,C,,NaN
257,257,bone-marrow_C-257,bone-marrow,-0.060830992,-0.674287367,C,,NaN
258,258,bone-marrow_C-258,bone-marrow,-0.011041413,1.024248142,C,,NaN
259,259,bone-marrow_C-259,bone-marrow,-0.04675276,-0.194018653,C,,NaN
260,260,bone-marrow_C-260,bone-marrow,-0.020742516000000003,0.6933020440000001,C,,NaN
261,261,bone-marrow_C-261,bone-marrow,-0.073551617,-1.108242295,C,,NaN
262,262,bone-marrow_C-262,bone-marrow,-0.011444986,1.010480537,C,,NaN
263,263,bone-marrow_C-263,bone-marrow,-0.00687609,1.166345126,C,,NaN
264,264,bone-marrow_C-264,bone-marrow,-0.021140597,0.6797217740000001,C,,NaN
265,265,bone-marrow_C-265,bone-marrow,-0.042642697,-0.053806818,C,,NaN
266,266,bone-marrow_C-266,bone-marrow,-0.065380018,-0.8294741,C,,NaN
267,267,bone-marrow_C-267,bone-marrow,-0.035740203,0.181666787,C,,NaN
268,268,bone-marrow_C-268,bone-marrow,-0.010663856,1.03712822,C,,NaN
269,269,bone-marrow_C-269,bone-marrow,-0.047367635,-0.21499465,C,,NaN
270,270,bone-marrow_C-270,bone-marrow,-0.017613254,0.80005456,C,,NaN
271,271,bone-marrow_C-271,bone-marrow,-0.050099409,-0.308187147,C,,NaN
272,272,bone-marrow_C-272,bone-marrow,-0.004102605,1.260960558,C,,NaN
273,273,bone-marrow_C-273,bone-marrow,-0.031143739,0.338471824,C,,NaN
274,274,bone-marrow_C-274,bone-marrow,-0.056290036,-0.5193759029999999,C,,NaN
275,275,bone-marrow_C-275,bone-marrow,-0.06706057,-0.886804897,C,,NaN
276,276,bone-marrow_C-276,bone-marrow,-0.038226077,0.096863002,C,,NaN
277,277,bone-marrow_C-277,bone-marrow,-0.027326396,0.468697717,C,,NaN
278,278,bone-marrow_C-278,bone-marrow,-0.037473164,0.122548068,C,,NaN
279,279,bone-marrow_C-279,bone-marrow,-0.00820171,1.1211225809999998,C,,NaN
280,280,bone-marrow_C-280,bone-marrow,-0.011793948,0.998575948,C,,NaN
281,281,bone-marrow_C-281,bone-marrow,-0.053557323,-0.426151375,C,,NaN
282,282,bone-marrow_C-282,bone-marrow,-0.024686568,0.558753549,C,,NaN
283,283,bone-marrow_I-001,bone-marrow,-0.010761844,1.033785457,I,Innovations in Donation,Analogies
284,284,bone-marrow_I-002,bone-marrow,-0.080084212,-1.331097045,I,Innovations in Donation,Analogies
285,285,bone-marrow_I-003,bone-marrow,-0.055970757,-0.508483942,I,Personal Experiences,Empathy
286,286,bone-marrow_I-004,bone-marrow,-0.042383036,-0.044948678,I,Personal Experiences,Empathy
287,287,bone-marrow_I-005,bone-marrow,-0.004011353,1.264073565,I,Inspire Us,Random
288,288,bone-marrow_I-006,bone-marrow,-0.028123136,0.44151751,I,Inspire Us,Random
289,289,bone-marrow_I-007,bone-marrow,-0.010316497,1.048978123,I,Personal Experiences,Empathy
290,290,bone-marrow_I-008,bone-marrow,-0.086216785,-1.540305332,I,Personal Experiences,Empathy
291,291,bone-marrow_I-009,bone-marrow,-0.06438569200000001,-0.795553361,I,Innovations in Donation,Analogies
292,292,bone-marrow_I-010,bone-marrow,-0.115368724,-2.534802677,I,Personal Experiences,Empathy
293,293,bone-marrow_I-011,bone-marrow,-0.036284116,0.163111581,I,Inspire Us,Random
294,294,bone-marrow_I-012,bone-marrow,-0.087805994,-1.594520054,I,Personal Experiences,Empathy
295,295,bone-marrow_I-013,bone-marrow,-0.070319701,-0.997987798,I,Innovations in Donation,Analogies
296,296,bone-marrow_I-014,bone-marrow,-0.006025885999999999,1.195349239,I,Ripple Effects,Analogies
297,297,bone-marrow_I-015,bone-marrow,-0.046948554,-0.200698016,I,Innovations in Donation,Analogies
298,298,bone-marrow_I-016,bone-marrow,-0.081901575,-1.393095067,I,Inspire Us,Random
299,299,bone-marrow_I-017,bone-marrow,-0.001910931,1.335727938,I,Ripple Effects,Analogies
300,300,bone-marrow_I-018,bone-marrow,-0.001519948,1.349066051,I,Innovations in Donation,Analogies
301,301,bone-marrow_I-019,bone-marrow,-0.002074191,1.3301584359999998,I,Inspire Us,Random
302,302,bone-marrow_I-020,bone-marrow,-0.049596892,-0.29104413100000004,I,Inspire Us,Random
303,303,bone-marrow_I-021,bone-marrow,-0.061031733,-0.6811355,I,Inspire Us,Random
304,304,bone-marrow_I-022,bone-marrow,-0.055754047,-0.5010910239999999,I,Innovations in Donation,Analogies
305,305,bone-marrow_I-023,bone-marrow,-0.046031408,-0.169410224,I,Ripple Effects,Analogies
306,306,bone-marrow_I-024,bone-marrow,-0.005958666,1.197642398,I,Innovations in Donation,Analogies
307,307,bone-marrow_I-025,bone-marrow,-0.00291986,1.301309053,I,Personal Experiences,Empathy
308,308,bone-marrow_I-026,bone-marrow,-0.133504975,-3.153507742,I,Innovations in Donation,Analogies
309,309,bone-marrow_I-027,bone-marrow,-0.057881113,-0.573654365,I,Innovations in Donation,Analogies
310,310,bone-marrow_I-028,bone-marrow,-0.123249846,-2.803661431,I,Innovations in Donation,Analogies
311,311,bone-marrow_I-029,bone-marrow,-0.052772477000000005,-0.39937692,I,,NaN
312,312,bone-marrow_I-030,bone-marrow,-0.009647257,1.071808767,I,Inspire Us,Random
313,313,bone-marrow_I-031,bone-marrow,-0.043295995,-0.076093613,I,Inspire Us,Random
314,314,bone-marrow_I-032,bone-marrow,-0.030851118,0.348454384,I,Innovations in Donation,Analogies
315,315,bone-marrow_I-033,bone-marrow,-0.003753109,1.272883361,I,Innovations in Donation,Analogies
316,316,bone-marrow_I-034,bone-marrow,-0.082566282,-1.415771064,I,Personal Experiences,Empathy
